match_sequence,match_id,half_sequence,start_position,end_position,pass_frequency
25,3895194,2,Goalkeeper,Right Attacking Midfield,1
25,3895194,2,Goalkeeper,Right Defensive Midfield,1
25,3895194,2,Goalkeeper,Left Center Back,2
25,3895194,2,Goalkeeper,Center Back,1
25,3895194,2,Center Back,Left Defensive Midfield,5
25,3895194,2,Center Back,Right Center Back,13
25,3895194,2,Center Back,Left Center Back,6
25,3895194,2,Center Back,Right Defensive Midfield,8
25,3895194,2,Center Back,Left Wing Back,1
25,3895194,2,Center Back,Right Attacking Midfield,3
25,3895194,2,Center Back,Left Attacking Midfield,1
25,3895194,2,Center Back,Center Forward,1
25,3895194,2,Center Back,Goalkeeper,1
25,3895194,2,Left Defensive Midfield,Right Center Back,4
25,3895194,2,Left Defensive Midfield,Right Defensive Midfield,13
25,3895194,2,Left Defensive Midfield,Off T,2
25,3895194,2,Left Defensive Midfield,Left Center Back,7
25,3895194,2,Left Defensive Midfield,Center Forward,3
25,3895194,2,Left Defensive Midfield,Right Attacking Midfield,9
25,3895194,2,Left Defensive Midfield,Left Wing Back,3
25,3895194,2,Left Defensive Midfield,Left Attacking Midfield,10
25,3895194,2,Left Defensive Midfield,Center Back,2
25,3895194,2,Left Defensive Midfield,Right Wing Back,4
25,3895194,2,Left Defensive Midfield,Goal,1
25,3895194,2,Right Defensive Midfield,Right Center Back,12
25,3895194,2,Right Defensive Midfield,Center Forward,3
25,3895194,2,Right Defensive Midfield,Left Wing Back,7
25,3895194,2,Right Defensive Midfield,Left Defensive Midfield,10
25,3895194,2,Right Defensive Midfield,Right Wing Back,8
25,3895194,2,Right Defensive Midfield,Center Back,4
25,3895194,2,Right Defensive Midfield,Left Center Back,5
25,3895194,2,Right Defensive Midfield,Blocked,1
25,3895194,2,Right Defensive Midfield,Off T,1
25,3895194,2,Right Defensive Midfield,Right Attacking Midfield,12
25,3895194,2,Right Defensive Midfield,Left Attacking Midfield,2
25,3895194,2,Right Defensive Midfield,Goalkeeper,1
25,3895194,2,Right Wing Back,Right Defensive Midfield,11
25,3895194,2,Right Wing Back,Left Defensive Midfield,6
25,3895194,2,Right Wing Back,Center Forward,6
25,3895194,2,Right Wing Back,Right Center Back,4
25,3895194,2,Right Wing Back,Right Attacking Midfield,3
25,3895194,2,Right Wing Back,Left Attacking Midfield,2
25,3895194,2,Right Wing Back,Off T,2
25,3895194,2,Right Wing Back,Center Back,1
25,3895194,2,Center Forward,Right Wing Back,1
25,3895194,2,Center Forward,Right Attacking Midfield,1
25,3895194,2,Center Forward,Left Defensive Midfield,2
25,3895194,2,Center Forward,Off T,1
25,3895194,2,Center Forward,Blocked,2
25,3895194,2,Center Forward,Left Attacking Midfield,1
25,3895194,2,Center Forward,Left Wing Back,2
26,3895182,1,Goalkeeper,Center Forward,4
26,3895182,1,Goalkeeper,Right Center Back,2
26,3895182,1,Goalkeeper,Left Defensive Midfield,2
26,3895182,1,Goalkeeper,Right Defensive Midfield,1
26,3895182,1,Goalkeeper,Right Attacking Midfield,1
26,3895182,1,Goalkeeper,Center Back,1
26,3895182,1,Goalkeeper,Left Attacking Midfield,1
26,3895182,1,Goalkeeper,Right Wing Back,1
26,3895182,1,Right Center Back,Right Defensive Midfield,4
26,3895182,1,Right Center Back,Center Forward,5
26,3895182,1,Right Center Back,Left Attacking Midfield,4
26,3895182,1,Right Center Back,Left Defensive Midfield,7
26,3895182,1,Right Center Back,Center Back,6
26,3895182,1,Right Center Back,Right Attacking Midfield,3
26,3895182,1,Right Center Back,Left Wing Back,2
26,3895182,1,Right Center Back,Right Wing Back,4
26,3895182,1,Right Center Back,Goalkeeper,2
26,3895182,1,Right Defensive Midfield,Center Forward,2
26,3895182,1,Right Defensive Midfield,Right Attacking Midfield,5
26,3895182,1,Right Defensive Midfield,Goalkeeper,1
26,3895182,1,Right Defensive Midfield,Right Wing Back,2
26,3895182,1,Right Defensive Midfield,Left Defensive Midfield,5
26,3895182,1,Right Defensive Midfield,Center Back,5
26,3895182,1,Right Defensive Midfield,Left Attacking Midfield,4
26,3895182,1,Right Defensive Midfield,Left Center Back,5
26,3895182,1,Right Defensive Midfield,Right Center Back,3
26,3895182,1,Right Defensive Midfield,Left Wing Back,6
26,3895182,1,Center Forward,Left Attacking Midfield,4
26,3895182,1,Center Forward,Right Attacking Midfield,5
26,3895182,1,Center Forward,Right Wing Back,2
26,3895182,1,Center Forward,Left Defensive Midfield,2
26,3895182,1,Center Forward,Right Defensive Midfield,1
26,3895182,1,Center Forward,Goal,3
26,3895182,1,Center Forward,Right Center Back,2
26,3895182,1,Center Forward,Off T,1
26,3895182,1,Left Center Back,Left Wing Back,6
26,3895182,1,Left Center Back,Goalkeeper,3
26,3895182,1,Left Center Back,Right Defensive Midfield,8
26,3895182,1,Left Center Back,Center Back,4
26,3895182,1,Left Center Back,Right Attacking Midfield,1
26,3895182,1,Left Center Back,Left Attacking Midfield,2
26,3895182,1,Left Center Back,Blocked,1
26,3895182,1,Left Center Back,Right Center Back,1
26,3895182,1,Left Center Back,Left Defensive Midfield,2
26,3895182,1,Left Wing Back,Left Center Back,8
26,3895182,1,Left Wing Back,Center Forward,5
26,3895182,1,Left Wing Back,Right Defensive Midfield,4
26,3895182,1,Left Wing Back,Left Attacking Midfield,9
26,3895182,1,Left Wing Back,Right Center Back,1
26,3895182,1,Left Wing Back,Goalkeeper,1
26,3895182,1,Left Wing Back,Center Back,1
26,3895182,1,Left Wing Back,Right Wing Back,1
26,3895182,1,Left Wing Back,Off T,1
26,3895182,1,Left Attacking Midfield,Right Wing Back,7
26,3895182,1,Left Attacking Midfield,Blocked,1
26,3895182,1,Left Attacking Midfield,Right Defensive Midfield,5
26,3895182,1,Left Attacking Midfield,Right Center Back,1
26,3895182,1,Left Attacking Midfield,Left Defensive Midfield,3
26,3895182,1,Left Attacking Midfield,Right Attacking Midfield,1
26,3895182,1,Left Attacking Midfield,Center Forward,3
26,3895182,1,Left Attacking Midfield,Left Wing Back,9
26,3895182,1,Left Attacking Midfield,Center Back,2
26,3895182,1,Left Attacking Midfield,Left Center Back,1
26,3895182,1,Right Wing Back,Right Center Back,3
26,3895182,1,Right Wing Back,Right Attacking Midfield,7
26,3895182,1,Right Wing Back,Center Forward,8
26,3895182,1,Right Wing Back,Left Defensive Midfield,2
26,3895182,1,Right Wing Back,Left Wing Back,1
26,3895182,1,Right Wing Back,Left Attacking Midfield,5
26,3895182,1,Right Wing Back,Right Defensive Midfield,3
26,3895182,1,Right Wing Back,Center Back,1
26,3895182,1,Right Wing Back,Saved,1
26,3895182,1,Left Defensive Midfield,Center Back,7
26,3895182,1,Left Defensive Midfield,Right Attacking Midfield,5
26,3895182,1,Left Defensive Midfield,Left Wing Back,3
26,3895182,1,Left Defensive Midfield,Left Attacking Midfield,3
26,3895182,1,Left Defensive Midfield,Right Defensive Midfield,6
26,3895182,1,Left Defensive Midfield,Center Forward,1
26,3895182,1,Left Defensive Midfield,Right Center Back,6
26,3895182,1,Left Defensive Midfield,Left Center Back,3
26,3895182,1,Left Defensive Midfield,Right Wing Back,3
26,3895182,1,Center Back,Left Center Back,3
26,3895182,1,Center Back,Right Wing Back,9
26,3895182,1,Center Back,Goalkeeper,1
26,3895182,1,Center Back,Left Attacking Midfield,2
26,3895182,1,Center Back,Right Center Back,7
26,3895182,1,Center Back,Left Defensive Midfield,7
26,3895182,1,Center Back,Left Wing Back,3
26,3895182,1,Center Back,Right Attacking Midfield,3
26,3895182,1,Center Back,Right Defensive Midfield,2
26,3895182,1,Center Back,Center Forward,1
26,3895182,1,Right Attacking Midfield,Right Wing Back,8
26,3895182,1,Right Attacking Midfield,Left Attacking Midfield,3
26,3895182,1,Right Attacking Midfield,Center Forward,1
26,3895182,1,Right Attacking Midfield,Right Defensive Midfield,1
26,3895182,1,Right Attacking Midfield,Right Center Back,2
26,3895182,1,Right Attacking Midfield,Left Defensive Midfield,2
26,3895182,1,Right Attacking Midfield,Left Wing Back,4
26,3895182,1,Right Attacking Midfield,Saved,1
26,3895182,2,Right Attacking Midfield,Center Back,2
26,3895182,2,Right Attacking Midfield,Right Center Back,10
26,3895182,2,Right Attacking Midfield,Left Defensive Midfield,3
26,3895182,2,Right Attacking Midfield,Center Forward,4
26,3895182,2,Right Attacking Midfield,Left Attacking Midfield,6
26,3895182,2,Right Attacking Midfield,Right Wing Back,1
26,3895182,2,Right Attacking Midfield,Right Defensive Midfield,2
26,3895182,2,Right Attacking Midfield,Blocked,1
26,3895182,2,Right Attacking Midfield,Left Center Back,1
26,3895182,2,Right Attacking Midfield,Off T,1
26,3895182,2,Center Back,Left Center Back,7
26,3895182,2,Center Back,Right Center Back,13
26,3895182,2,Center Back,Left Attacking Midfield,5
26,3895182,2,Center Back,Right Defensive Midfield,11
26,3895182,2,Center Back,Right Attacking Midfield,2
26,3895182,2,Center Back,Left Defensive Midfield,6
26,3895182,2,Center Back,Right Wing Back,4
26,3895182,2,Center Back,Left Wing Back,1
26,3895182,2,Center Back,Center Back,7
26,3895182,2,Left Center Back,Right Center Back,5
26,3895182,2,Left Center Back,Right Defensive Midfield,16
26,3895182,2,Left Center Back,Center Back,4
26,3895182,2,Left Center Back,Left Wing Back,10
26,3895182,2,Left Center Back,Right Attacking Midfield,2
26,3895182,2,Left Center Back,Goalkeeper,1
26,3895182,2,Left Center Back,Center Forward,5
26,3895182,2,Left Center Back,Left Attacking Midfield,2
26,3895182,2,Left Center Back,Left Defensive Midfield,7
26,3895182,2,Left Center Back,Saved,1
26,3895182,2,Right Center Back,Right Attacking Midfield,4
26,3895182,2,Right Center Back,Right Wing Back,8
26,3895182,2,Right Center Back,Left Defensive Midfield,9
26,3895182,2,Right Center Back,Left Attacking Midfield,11
26,3895182,2,Right Center Back,Center Back,12
26,3895182,2,Right Center Back,Center Forward,1
26,3895182,2,Right Center Back,Right Defensive Midfield,10
26,3895182,2,Right Center Back,Goalkeeper,3
26,3895182,2,Right Center Back,Left Center Back,1
26,3895182,2,Left Wing Back,Left Attacking Midfield,7
26,3895182,2,Left Wing Back,Right Defensive Midfield,7
26,3895182,2,Left Wing Back,Center Back,5
26,3895182,2,Left Wing Back,Left Center Back,8
26,3895182,2,Left Wing Back,Goalkeeper,3
26,3895182,2,Left Wing Back,Center Forward,6
26,3895182,2,Left Wing Back,Left Defensive Midfield,2
26,3895182,2,Left Wing Back,Right Attacking Midfield,2
26,3895182,2,Left Attacking Midfield,Left Center Back,2
26,3895182,2,Left Attacking Midfield,Right Center Back,5
26,3895182,2,Left Attacking Midfield,Center Forward,4
26,3895182,2,Left Attacking Midfield,Left Wing Back,6
26,3895182,2,Left Attacking Midfield,Right Wing Back,5
26,3895182,2,Left Attacking Midfield,Right Attacking Midfield,2
26,3895182,2,Left Attacking Midfield,Right Defensive Midfield,5
26,3895182,2,Left Attacking Midfield,Left Defensive Midfield,3
26,3895182,2,Left Attacking Midfield,Wayward,1
26,3895182,2,Left Defensive Midfield,Left Wing Back,8
26,3895182,2,Left Defensive Midfield,Right Center Back,8
26,3895182,2,Left Defensive Midfield,Left Attacking Midfield,9
26,3895182,2,Left Defensive Midfield,Left Center Back,5
26,3895182,2,Left Defensive Midfield,Center Back,15
26,3895182,2,Left Defensive Midfield,Left Defensive Midfield,10
26,3895182,2,Left Defensive Midfield,Right Wing Back,2
26,3895182,2,Left Defensive Midfield,Right Attacking Midfield,1
26,3895182,2,Left Defensive Midfield,Right Defensive Midfield,1
26,3895182,2,Left Defensive Midfield,Goalkeeper,1
26,3895182,2,Left Defensive Midfield,Center Forward,1
26,3895182,2,Left Defensive Midfield,Off T,1
26,3895182,2,Right Defensive Midfield,Right Defensive Midfield,8
26,3895182,2,Right Defensive Midfield,Center Back,7
26,3895182,2,Right Defensive Midfield,Center Forward,3
26,3895182,2,Right Defensive Midfield,Right Center Back,5
26,3895182,2,Right Defensive Midfield,Right Attacking Midfield,4
26,3895182,2,Right Defensive Midfield,Left Attacking Midfield,3
26,3895182,2,Right Defensive Midfield,Left Wing Back,6
26,3895182,2,Right Defensive Midfield,Left Center Back,4
26,3895182,2,Right Defensive Midfield,Left Defensive Midfield,3
26,3895182,2,Goalkeeper,Right Center Back,6
26,3895182,2,Goalkeeper,Left Center Back,1
26,3895182,2,Goalkeeper,Center Back,5
26,3895182,2,Goalkeeper,Right Defensive Midfield,1
26,3895182,2,Goalkeeper,Left Attacking Midfield,1
26,3895182,2,Center Forward,Right Attacking Midfield,2
26,3895182,2,Center Forward,Left Attacking Midfield,3
26,3895182,2,Center Forward,Left Defensive Midfield,1
26,3895182,2,Center Forward,Left Wing Back,2
26,3895182,2,Center Forward,Goal,1
26,3895182,2,Center Forward,Right Wing Back,2
26,3895182,2,Center Forward,Center Back,1
26,3895182,2,Center Forward,Right Defensive Midfield,1
26,3895182,2,Right Wing Back,Right Attacking Midfield,3
26,3895182,2,Right Wing Back,Left Attacking Midfield,1
26,3895182,2,Right Wing Back,Left Wing Back,3
26,3895182,2,Right Wing Back,Right Center Back,3
26,3895182,2,Right Wing Back,Left Defensive Midfield,1
26,3895182,2,Right Wing Back,Saved,1
27,3895167,1,Right Wing Back,Center Forward,4
27,3895167,1,Right Wing Back,Left Wing Back,2
27,3895167,1,Right Wing Back,Right Wing,1
27,3895167,1,Right Wing Back,Left Defensive Midfield,1
27,3895167,1,Right Wing Back,Blocked,1
27,3895167,1,Right Wing Back,Right Defensive Midfield,1
27,3895167,1,Right Wing Back,Left Wing,1
27,3895167,1,Goalkeeper,Right Wing,2
27,3895167,1,Goalkeeper,Center Back,1
27,3895167,1,Goalkeeper,Right Center Back,2
27,3895167,1,Goalkeeper,Left Wing,2
27,3895167,1,Goalkeeper,Left Center Back,2
27,3895167,1,Goalkeeper,Left Defensive Midfield,1
27,3895167,1,Goalkeeper,Center Forward,1
27,3895167,1,Goalkeeper,Right Defensive Midfield,1
27,3895167,1,Left Wing Back,Left Center Back,6
27,3895167,1,Left Wing Back,Left Wing,7
27,3895167,1,Left Wing Back,Left Defensive Midfield,2
27,3895167,1,Left Wing Back,Center Forward,1
27,3895167,1,Left Wing Back,Right Wing,9
27,3895167,1,Left Wing Back,Right Defensive Midfield,2
27,3895167,1,Left Wing Back,Center Back,1
27,3895167,1,Left Wing Back,Blocked,1
27,3895167,1,Left Center Back,Goalkeeper,2
27,3895167,1,Left Center Back,Left Defensive Midfield,4
27,3895167,1,Left Center Back,Center Back,3
27,3895167,1,Left Center Back,Left Wing,2
27,3895167,1,Left Center Back,Right Defensive Midfield,8
27,3895167,1,Left Center Back,Right Center Back,3
27,3895167,1,Left Center Back,Left Wing Back,6
27,3895167,1,Left Center Back,Right Wing,4
27,3895167,1,Center Back,Left Defensive Midfield,2
27,3895167,1,Center Back,Right Center Back,1
27,3895167,1,Center Back,Right Wing,5
27,3895167,1,Center Back,Left Center Back,5
27,3895167,1,Center Back,Off T,1
27,3895167,1,Center Back,Right Defensive Midfield,2
27,3895167,1,Left Defensive Midfield,Left Center Back,6
27,3895167,1,Left Defensive Midfield,Right Defensive Midfield,6
27,3895167,1,Left Defensive Midfield,Right Wing,5
27,3895167,1,Left Defensive Midfield,Left Wing Back,2
27,3895167,1,Left Defensive Midfield,Goalkeeper,1
27,3895167,1,Left Defensive Midfield,Right Center Back,4
27,3895167,1,Left Defensive Midfield,Right Wing Back,1
27,3895167,1,Right Defensive Midfield,Left Center Back,6
27,3895167,1,Right Defensive Midfield,Left Defensive Midfield,5
27,3895167,1,Right Defensive Midfield,Right Wing,4
27,3895167,1,Right Defensive Midfield,Left Wing Back,3
27,3895167,1,Right Defensive Midfield,Right Center Back,5
27,3895167,1,Right Defensive Midfield,Center Back,3
27,3895167,1,Right Defensive Midfield,Left Wing,4
27,3895167,1,Right Defensive Midfield,Center Forward,1
27,3895167,1,Right Defensive Midfield,Right Wing Back,1
27,3895167,1,Right Center Back,Right Wing,6
27,3895167,1,Right Center Back,Center Forward,1
27,3895167,1,Right Center Back,Right Defensive Midfield,5
27,3895167,1,Right Center Back,Center Back,5
27,3895167,1,Right Center Back,Right Wing Back,3
27,3895167,1,Right Center Back,Left Defensive Midfield,1
27,3895167,1,Right Wing,Left Wing Back,10
27,3895167,1,Right Wing,Center Forward,2
27,3895167,1,Right Wing,Right Wing Back,4
27,3895167,1,Right Wing,Right Defensive Midfield,7
27,3895167,1,Right Wing,Right Center Back,5
27,3895167,1,Right Wing,Left Wing,5
27,3895167,1,Right Wing,Left Defensive Midfield,5
27,3895167,1,Right Wing,Left Center Back,1
27,3895167,1,Right Wing,Blocked,1
27,3895167,1,Right Wing,Center Back,1
27,3895167,1,Left Wing,Left Wing Back,4
27,3895167,1,Left Wing,Post,1
27,3895167,1,Left Wing,Center Forward,4
27,3895167,1,Left Wing,Left Center Back,3
27,3895167,1,Left Wing,Left Defensive Midfield,1
27,3895167,1,Left Wing,Right Wing,2
27,3895167,1,Left Wing,Off T,1
27,3895167,1,Center Forward,Left Defensive Midfield,2
27,3895167,1,Center Forward,Left Wing,1
27,3895167,1,Center Forward,Right Wing Back,1
27,3895167,1,Center Forward,Saved,1
27,3895167,1,Center Forward,Off T,1
27,3895167,1,Center Forward,Left Center Back,1
27,3895167,1,Center Forward,Left Wing Back,1
27,3895167,2,Right Wing,Right Center Back,6
27,3895167,2,Right Wing,Right Wing Back,8
27,3895167,2,Right Wing,Goal,1
27,3895167,2,Right Wing,Left Defensive Midfield,4
27,3895167,2,Right Wing,Left Wing,1
27,3895167,2,Right Wing,Left Center Back,2
27,3895167,2,Right Wing,Left Wing Back,3
27,3895167,2,Right Wing,Center Forward,3
27,3895167,2,Right Wing,Right Defensive Midfield,2
27,3895167,2,Right Center Back,Center Forward,1
27,3895167,2,Right Center Back,Left Defensive Midfield,7
27,3895167,2,Right Center Back,Right Wing,6
27,3895167,2,Right Center Back,Center Back,6
27,3895167,2,Right Center Back,Right Defensive Midfield,5
27,3895167,2,Right Center Back,Goalkeeper,3
27,3895167,2,Right Center Back,Right Wing Back,8
27,3895167,2,Right Center Back,Off T,1
27,3895167,2,Right Center Back,Saved,1
27,3895167,2,Right Center Back,Left Center Back,1
27,3895167,2,Right Center Back,Right Center Back,1
27,3895167,2,Right Defensive Midfield,Left Wing Back,5
27,3895167,2,Right Defensive Midfield,Center Forward,4
27,3895167,2,Right Defensive Midfield,Post,1
27,3895167,2,Right Defensive Midfield,Left Wing,1
27,3895167,2,Right Defensive Midfield,Right Wing,4
27,3895167,2,Right Defensive Midfield,Center Back,4
27,3895167,2,Right Defensive Midfield,Right Center Back,4
27,3895167,2,Right Defensive Midfield,Left Defensive Midfield,7
27,3895167,2,Right Defensive Midfield,Left Center Back,3
27,3895167,2,Right Defensive Midfield,Goalkeeper,1
27,3895167,2,Right Defensive Midfield,Right Wing Back,1
27,3895167,2,Left Wing Back,Left Center Back,7
27,3895167,2,Left Wing Back,Right Wing,3
27,3895167,2,Left Wing Back,Right Defensive Midfield,1
27,3895167,2,Left Wing Back,Saved Off Target,1
27,3895167,2,Left Wing Back,Center Forward,3
27,3895167,2,Left Wing Back,Left Wing,1
27,3895167,2,Left Wing Back,Blocked,1
27,3895167,2,Left Wing Back,Center Back,1
27,3895167,2,Left Wing Back,Left Defensive Midfield,2
27,3895167,2,Left Center Back,Center Back,8
27,3895167,2,Left Center Back,Left Wing,3
27,3895167,2,Left Center Back,Left Defensive Midfield,6
27,3895167,2,Left Center Back,Right Wing,4
27,3895167,2,Left Center Back,Left Wing Back,3
27,3895167,2,Left Center Back,Right Center Back,3
27,3895167,2,Left Center Back,Right Defensive Midfield,6
27,3895167,2,Left Center Back,Goalkeeper,1
27,3895167,2,Center Back,Right Center Back,7
27,3895167,2,Center Back,Left Center Back,5
27,3895167,2,Center Back,Right Defensive Midfield,2
27,3895167,2,Center Back,Left Defensive Midfield,2
27,3895167,2,Center Back,Right Wing,2
27,3895167,2,Center Back,Left Wing Back,1
27,3895167,2,Center Back,Right Wing Back,1
27,3895167,2,Left Defensive Midfield,Right Wing,5
27,3895167,2,Left Defensive Midfield,Right Wing Back,2
27,3895167,2,Left Defensive Midfield,Center Forward,2
27,3895167,2,Left Defensive Midfield,Right Defensive Midfield,9
27,3895167,2,Left Defensive Midfield,Left Center Back,9
27,3895167,2,Left Defensive Midfield,Left Wing,2
27,3895167,2,Left Defensive Midfield,Right Center Back,3
27,3895167,2,Left Defensive Midfield,Left Wing Back,1
27,3895167,2,Left Defensive Midfield,Center Back,3
27,3895167,2,Left Defensive Midfield,Left Defensive Midfield,2
27,3895167,2,Right Wing Back,Left Defensive Midfield,4
27,3895167,2,Right Wing Back,Right Center Back,2
27,3895167,2,Right Wing Back,Center Forward,1
27,3895167,2,Right Wing Back,Left Wing,2
27,3895167,2,Right Wing Back,Saved,1
27,3895167,2,Right Wing Back,Right Wing,2
27,3895167,2,Right Wing Back,Right Defensive Midfield,1
27,3895167,2,Left Wing,Right Defensive Midfield,2
27,3895167,2,Left Wing,Center Forward,1
27,3895167,2,Left Wing,Right Wing,2
27,3895167,2,Left Wing,Left Defensive Midfield,1
27,3895167,2,Left Wing,Right Center Back,2
27,3895167,2,Left Wing,Left Wing Back,7
27,3895167,2,Left Wing,Left Center Back,4
27,3895167,2,Left Wing,Goalkeeper,1
27,3895167,2,Left Wing,Off T,1
27,3895167,2,Center Forward,Right Wing,3
27,3895167,2,Center Forward,Saved,1
27,3895167,2,Center Forward,Blocked,2
27,3895167,2,Center Forward,Right Defensive Midfield,1
27,3895167,2,Goalkeeper,Right Wing,1
27,3895167,2,Goalkeeper,Right Center Back,3
27,3895167,2,Goalkeeper,Left Center Back,2
27,3895167,2,Goalkeeper,Center Forward,2
27,3895167,2,Goalkeeper,Right Defensive Midfield,1
27,3895167,2,Right Back,Right Wing Back,3
27,3895167,2,Right Back,Right Wing,2
27,3895167,2,Right Back,Left Wing Back,1
27,3895167,2,Center Attacking Midfield,Right Wing Back,1
27,3895167,2,Center Attacking Midfield,Left Defensive Midfield,1
27,3895167,2,Center Attacking Midfield,Right Defensive Midfield,1
27,3895167,2,Center Attacking Midfield,Right Center Back,1
27,3895167,2,Left Back,Center Back,1
27,3895167,2,Left Back,Left Wing Back,5
27,3895167,2,Left Back,Right Defensive Midfield,1
27,3895167,2,Left Back,Right Wing,1
28,3895158,1,Right Wing Back,Right Attacking Midfield,6
28,3895158,1,Right Wing Back,Center Forward,4
28,3895158,1,Right Wing Back,Right Center Back,8
28,3895158,1,Right Wing Back,Left Attacking Midfield,3
28,3895158,1,Right Wing Back,Left Wing Back,2
28,3895158,1,Right Wing Back,Left Defensive Midfield,5
28,3895158,1,Right Wing Back,Right Defensive Midfield,1
28,3895158,1,Center Forward,Left Center Back,2
28,3895158,1,Center Forward,Left Attacking Midfield,4
28,3895158,1,Center Forward,Right Defensive Midfield,3
28,3895158,1,Center Forward,Right Attacking Midfield,1
28,3895158,1,Center Forward,Left Wing Back,2
28,3895158,1,Center Forward,Off T,1
28,3895158,1,Left Center Back,Left Defensive Midfield,9
28,3895158,1,Left Center Back,Left Wing Back,7
28,3895158,1,Left Center Back,Left Attacking Midfield,11
28,3895158,1,Left Center Back,Right Defensive Midfield,15
28,3895158,1,Left Center Back,Center Forward,4
28,3895158,1,Left Center Back,Right Wing Back,1
28,3895158,1,Left Center Back,Center Back,1
28,3895158,1,Left Defensive Midfield,Left Attacking Midfield,5
28,3895158,1,Left Defensive Midfield,Left Center Back,9
28,3895158,1,Left Defensive Midfield,Left Wing Back,3
28,3895158,1,Left Defensive Midfield,Right Wing Back,2
28,3895158,1,Left Defensive Midfield,Saved,1
28,3895158,1,Left Defensive Midfield,Right Defensive Midfield,12
28,3895158,1,Left Defensive Midfield,Right Center Back,6
28,3895158,1,Left Defensive Midfield,Right Attacking Midfield,3
28,3895158,1,Left Defensive Midfield,Center Back,2
28,3895158,1,Left Defensive Midfield,Off T,1
28,3895158,1,Left Defensive Midfield,Center Forward,1
28,3895158,1,Left Attacking Midfield,Left Defensive Midfield,10
28,3895158,1,Left Attacking Midfield,Center Forward,5
28,3895158,1,Left Attacking Midfield,Right Attacking Midfield,9
28,3895158,1,Left Attacking Midfield,Right Defensive Midfield,9
28,3895158,1,Left Attacking Midfield,Right Center Back,3
28,3895158,1,Left Attacking Midfield,Left Wing Back,6
28,3895158,1,Left Attacking Midfield,Right Wing Back,2
28,3895158,1,Left Wing Back,Center Forward,8
28,3895158,1,Left Wing Back,Left Center Back,8
28,3895158,1,Left Wing Back,Left Defensive Midfield,1
28,3895158,1,Left Wing Back,Right Attacking Midfield,2
28,3895158,1,Left Wing Back,Left Attacking Midfield,10
28,3895158,1,Left Wing Back,Goalkeeper,1
28,3895158,1,Left Wing Back,Saved,1
28,3895158,1,Left Wing Back,Right Defensive Midfield,2
28,3895158,1,Left Wing Back,Center Back,1
28,3895158,1,Left Wing Back,Right Wing Back,1
28,3895158,1,Right Defensive Midfield,Right Wing Back,5
28,3895158,1,Right Defensive Midfield,Left Wing Back,8
28,3895158,1,Right Defensive Midfield,Left Defensive Midfield,10
28,3895158,1,Right Defensive Midfield,Right Attacking Midfield,4
28,3895158,1,Right Defensive Midfield,Center Back,7
28,3895158,1,Right Defensive Midfield,Left Attacking Midfield,3
28,3895158,1,Right Defensive Midfield,Right Center Back,4
28,3895158,1,Right Defensive Midfield,Saved,1
28,3895158,1,Right Defensive Midfield,Left Center Back,10
28,3895158,1,Right Defensive Midfield,Off T,2
28,3895158,1,Right Center Back,Right Defensive Midfield,3
28,3895158,1,Right Center Back,Left Attacking Midfield,2
28,3895158,1,Right Center Back,Right Wing Back,9
28,3895158,1,Right Center Back,Right Attacking Midfield,7
28,3895158,1,Right Center Back,Left Defensive Midfield,2
28,3895158,1,Right Center Back,Center Back,4
28,3895158,1,Right Center Back,Left Center Back,2
28,3895158,1,Center Back,Goalkeeper,1
28,3895158,1,Center Back,Left Defensive Midfield,1
28,3895158,1,Center Back,Right Center Back,6
28,3895158,1,Center Back,Left Center Back,6
28,3895158,1,Center Back,Right Wing Back,1
28,3895158,1,Center Back,Right Defensive Midfield,3
28,3895158,1,Center Back,Wayward,1
28,3895158,1,Center Back,Left Wing Back,2
28,3895158,1,Center Back,Right Attacking Midfield,1
28,3895158,1,Center Back,Left Attacking Midfield,1
28,3895158,1,Goalkeeper,Left Center Back,3
28,3895158,1,Goalkeeper,Center Back,2
28,3895158,1,Goalkeeper,Right Wing Back,1
28,3895158,1,Goalkeeper,Left Defensive Midfield,1
28,3895158,1,Goalkeeper,Right Attacking Midfield,1
28,3895158,1,Right Attacking Midfield,Left Attacking Midfield,6
28,3895158,1,Right Attacking Midfield,Center Forward,1
28,3895158,1,Right Attacking Midfield,Right Center Back,3
28,3895158,1,Right Attacking Midfield,Right Defensive Midfield,1
28,3895158,1,Right Attacking Midfield,Left Wing Back,2
28,3895158,1,Right Attacking Midfield,Off T,1
28,3895158,1,Right Attacking Midfield,Right Wing Back,5
28,3895158,1,Right Attacking Midfield,Left Defensive Midfield,3
28,3895158,1,Right Attacking Midfield,Center Back,3
28,3895158,2,Right Attacking Midfield,Right Center Back,6
28,3895158,2,Right Attacking Midfield,Right Wing Back,3
28,3895158,2,Right Attacking Midfield,Right Defensive Midfield,4
28,3895158,2,Right Attacking Midfield,Left Defensive Midfield,5
28,3895158,2,Right Attacking Midfield,Left Attacking Midfield,3
28,3895158,2,Right Attacking Midfield,Center Forward,5
28,3895158,2,Right Attacking Midfield,Blocked,1
28,3895158,2,Right Attacking Midfield,Off T,2
28,3895158,2,Right Attacking Midfield,Left Wing Back,1
28,3895158,2,Right Center Back,Center Back,2
28,3895158,2,Right Center Back,Right Defensive Midfield,2
28,3895158,2,Right Center Back,Right Wing Back,4
28,3895158,2,Right Center Back,Left Center Back,3
28,3895158,2,Right Center Back,Wayward,1
